respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
1759,Conscious gifting buyers,25-34,Female,Tier 1,West,Salaried,25k-50k,Monthly,E-commerce marketplace,Brand Image,3,"Yes, occasionally",Heard the term only,2,Natural handcrafted material,2,3,Pop-up exhibition,Fashion/styling,Minimal modern,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Free shipping,4,100,Definitely would buy,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
1760,Conscious gifting buyers,45-54,Male,Metro,Northeast,Salaried,100k-200k,Once in 2-3 months,Instagram/social commerce,Price/Value,3,Heard of them but never purchased,"Yes, a little",3,Natural handcrafted material,4,3,Premium offline store,Gifting,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Free shipping,3,100,Definitely would buy,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1761,Design-first urban buyers,18-24,Male,Tier 1,Central,Salaried,50k-100k,Very often,Shopping mall/store,Brand Image,3,"Yes, occasionally","Yes, know it well",5,Genuine leather,5,4,Social media page,Gifting,Textured artisan,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Above 20%,Limited edition packaging,5,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
1762,Eco-conscious premium adopters,18-24,Female,Tier 1,North,Creative Professional,50k-100k,Very often,Brand website,Quality/Durability,5,No,"Yes, know it well",5,Vegan leather,5,4,Designer boutique,Fashion/styling,Minimal modern,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,Above 20%,Customization offer,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1763,Eco-conscious premium adopters,18-24,Female,Metro,Northeast,Salaried,25k-50k,Rarely,E-commerce marketplace,Sustainability,3,"Yes, occasionally","Yes, know it well",4,No strong preference,5,1,Pop-up exhibition,Office/professional use,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Above 20%,Free shipping,5,100,Definitely would buy,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1764,Eco-conscious premium adopters,35-44,Female,Tier 1,Central,Salaried,100k-200k,Rarely,Brand website,Exclusivity,3,Heard of them but never purchased,"Yes, know it well",5,No strong preference,5,5,Online store,Gifting,Minimal modern,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Free shipping,5,100,Definitely would buy,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
1765,Eco-conscious premium adopters,25-34,Female,Metro,Northeast,Salaried,50k-100k,Monthly,Brand website,Design/Aesthetics,4,No,"Yes, know it well",5,No strong preference,4,4,Online store,Special occasions,Matte natural,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,Above 20%,First-time buyer discount,4,100,Definitely would buy,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
1766,Eco-conscious premium adopters,18-24,Male,Tier 2,Central,Salaried,25k-50k,Rarely,Instagram/social commerce,Quality/Durability,5,Heard of them but never purchased,"Yes, know it well",4,Vegan leather,5,2,Pop-up exhibition,Daily personal use,Textured artisan,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Loyalty discount,5,100,Definitely would buy,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
1767,Conscious gifting buyers,45-54,Female,Tier 2,North,Freelancer,50k-100k,Once in 2-3 months,Brand website,Exclusivity,3,Heard of them but never purchased,Heard the term only,1,Natural handcrafted material,3,3,Marketplace,Gifting,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Limited edition packaging,4,100,Definitely would buy,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1768,Eco-conscious premium adopters,25-34,Male,Tier 2,West,Salaried,Above 200k,Almost never,Shopping mall/store,Design/Aesthetics,5,Heard of them but never purchased,"Yes, a little",3,Natural handcrafted material,5,2,Pop-up exhibition,Fashion/styling,Textured artisan,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,100,Definitely would buy,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0
1769,Eco-conscious premium adopters,25-34,Male,Metro,West,Freelancer,Above 200k,Very often,Instagram/social commerce,Quality/Durability,4,No,"Yes, a little",3,Vegan leather,5,4,Designer boutique,Office/professional use,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Combo/bundle offer,5,100,Definitely would buy,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1770,Skeptical traditional buyers,55+,Female,Tier 1,Northeast,Salaried,25k-50k,Very often,E-commerce marketplace,Quality/Durability,2,"Yes, occasionally",Heard the term only,3,Genuine leather,2,3,Pop-up exhibition,Unlikely to buy,Textured artisan,Luxury and premium,Cruelty-free innovation,Above 10000,Above 20000,0%,Free shipping,1,88,Definitely would not buy,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1771,Value-seeking curious buyers,45-54,Female,Metro,Central,Student,50k-100k,Rarely,Exhibitions/pop-ups,Design/Aesthetics,3,Heard of them but never purchased,"Yes, a little",3,Fabric/Canvas,3,3,Online store,Daily personal use,Minimal modern,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Free shipping,3,100,Definitely would buy,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
1772,Skeptical traditional buyers,25-34,Female,Tier 2,Central,Salaried,25k-50k,Rarely,Exhibitions/pop-ups,Price/Value,1,Heard of them but never purchased,"No, never heard of it",1,Genuine leather,4,1,Premium offline store,Daily personal use,Classic leather-like,Sustainable and conscious,Modern premium Indian roots,5001-10000,10001-20000,Up to 5%,Customization offer,5,68,Not sure,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1773,Value-seeking curious buyers,18-24,Male,Tier 2,North,Student,Below 25k,Once in 2-3 months,E-commerce marketplace,Exclusivity,3,Heard of them but never purchased,"Yes, a little",3,No strong preference,2,3,Premium offline store,Daily personal use,Matte natural,Sustainable and conscious,Sustainable luxury,5001-10000,10001-20000,6%-10%,Combo/bundle offer,1,95,Definitely would buy,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1774,Conscious gifting buyers,25-34,Female,Metro,South,Salaried,No income,Once in 2-3 months,Shopping mall/store,Sustainability,4,Heard of them but never purchased,Heard the term only,3,Natural handcrafted material,5,3,Marketplace,Gifting,Classic leather-like,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Loyalty discount,5,100,Definitely would buy,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
1775,Value-seeking curious buyers,18-24,Female,Tier 2,Northeast,Salaried,50k-100k,Once in 2-3 months,E-commerce marketplace,Price/Value,4,"Yes, occasionally",Heard the term only,3,Fabric/Canvas,4,3,Premium offline store,Office/professional use,Classic leather-like,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Loyalty discount,4,100,Definitely would buy,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1776,Value-seeking curious buyers,35-44,Female,Tier 2,West,Salaried,25k-50k,Once in 2-3 months,Brand website,Design/Aesthetics,3,"Yes, occasionally",Heard the term only,2,No strong preference,4,3,Online store,Office/professional use,Minimal modern,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,100,Definitely would buy,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
1777,Skeptical traditional buyers,55+,Female,Rural,Central,Salaried,50k-100k,Almost never,Exhibitions/pop-ups,Price/Value,2,Heard of them but never purchased,Heard the term only,1,No strong preference,1,3,Designer boutique,Gifting,Matte natural,Luxury and premium,Cruelty-free innovation,5001-10000,10001-20000,0%,Free shipping,1,68,Probably would not buy,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1778,Value-seeking curious buyers,45-54,Female,Tier 1,West,Creative Professional,100k-200k,Rarely,E-commerce marketplace,Price/Value,3,"Yes, occasionally",Heard the term only,3,No strong preference,4,3,Online store,Fashion/styling,Textured artisan,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,0%,Combo/bundle offer,5,100,Probably would buy,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0
1779,Design-first urban buyers,25-34,Female,Metro,Central,Freelancer,100k-200k,Monthly,E-commerce marketplace,Design/Aesthetics,3,"Yes, frequently","Yes, know it well",5,Genuine leather,4,3,Marketplace,Fashion/styling,Classic leather-like,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,Above 20%,Limited edition packaging,3,100,Definitely would buy,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1780,Value-seeking curious buyers,18-24,Prefer not to say,Tier 3,North,Business Owner,50k-100k,Once in 2-3 months,Exhibitions/pop-ups,Sustainability,3,No,"Yes, a little",4,Fabric/Canvas,5,3,Pop-up exhibition,Daily personal use,Minimal modern,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Combo/bundle offer,5,100,Definitely would buy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
1781,Eco-conscious premium adopters,35-44,Male,Tier 1,South,Salaried,25k-50k,Monthly,Brand website,Design/Aesthetics,5,"Yes, occasionally","Yes, a little",4,Natural handcrafted material,4,1,Online store,Daily personal use,Textured artisan,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Customization offer,4,100,Definitely would buy,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1782,Skeptical traditional buyers,55+,Female,Tier 2,East,Freelancer,100k-200k,Almost never,Instagram/social commerce,Quality/Durability,2,No,"No, never heard of it",2,Genuine leather,2,4,Premium offline store,Office/professional use,Classic leather-like,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,0%,Loyalty discount,2,92,Probably would not buy,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1783,Design-first urban buyers,18-24,Female,Tier 1,East,Creative Professional,25k-50k,Once in 2-3 months,Shopping mall/store,Quality/Durability,3,"Yes, occasionally","Yes, a little",2,Vegan leather,5,3,Social media page,Unlikely to buy,Minimal modern,Luxury and premium,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1784,Eco-conscious premium adopters,35-44,Female,Tier 1,Northeast,Salaried,Below 25k,Once in 2-3 months,Exhibitions/pop-ups,Sustainability,4,"Yes, occasionally","Yes, know it well",5,Natural handcrafted material,5,3,Pop-up exhibition,Special occasions,Classic leather-like,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,6%-10%,Loyalty discount,5,100,Definitely would buy,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
1785,Design-first urban buyers,18-24,Female,Metro,Northeast,Homemaker,50k-100k,Monthly,E-commerce marketplace,Design/Aesthetics,4,No,"Yes, a little",3,Vegan leather,4,2,Marketplace,Gifting,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Limited edition packaging,3,100,Definitely would buy,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
1786,Skeptical traditional buyers,25-34,Male,Rural,East,Business Owner,50k-100k,Rarely,E-commerce marketplace,Price/Value,3,Heard of them but never purchased,"No, never heard of it",2,Genuine leather,2,2,Pop-up exhibition,Gifting,Classic leather-like,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,0%,Combo/bundle offer,3,88,Probably would not buy,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
1787,Design-first urban buyers,35-44,Male,Metro,South,Salaried,50k-100k,Monthly,E-commerce marketplace,Design/Aesthetics,4,"Yes, occasionally","Yes, know it well",4,No strong preference,5,4,Designer boutique,Fashion/styling,Matte natural,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,0%,Customization offer,5,100,Definitely would buy,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
1788,Skeptical traditional buyers,25-34,Male,Rural,East,Salaried,100k-200k,Once in 2-3 months,E-commerce marketplace,Quality/Durability,2,Heard of them but never purchased,Heard the term only,1,Natural handcrafted material,2,3,Marketplace,Special occasions,Minimal modern,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,0%,Customization offer,2,100,Probably would not buy,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1789,Conscious gifting buyers,45-54,Female,Tier 1,Central,Student,50k-100k,Once in 2-3 months,Shopping mall/store,Design/Aesthetics,3,"Yes, occasionally","Yes, know it well",5,Natural handcrafted material,5,3,Pop-up exhibition,Gifting,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Limited edition packaging,5,100,Definitely would buy,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1790,Eco-conscious premium adopters,35-44,Female,Tier 1,East,Business Owner,100k-200k,Monthly,Shopping mall/store,Price/Value,5,"Yes, occasionally","Yes, know it well",4,Natural handcrafted material,5,4,Premium offline store,Daily personal use,Textured artisan,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,11%-20%,Loyalty discount,5,100,Definitely would buy,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1791,Skeptical traditional buyers,55+,Male,Tier 1,North,Student,Above 200k,Once in 2-3 months,Shopping mall/store,Exclusivity,3,Heard of them but never purchased,Heard the term only,3,Genuine leather,1,2,Pop-up exhibition,Gifting,Minimal modern,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Free shipping,2,100,Definitely would not buy,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
1792,Design-first urban buyers,35-44,Male,Tier 1,Northeast,Student,50k-100k,Monthly,Boutique/designer store,Exclusivity,4,No,Heard the term only,3,No strong preference,4,4,Social media page,Fashion/styling,Glossy luxury,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Customization offer,5,100,Definitely would buy,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
1793,Eco-conscious premium adopters,25-34,Female,Metro,East,Homemaker,No income,Rarely,Boutique/designer store,Design/Aesthetics,5,"Yes, frequently","Yes, a little",2,Vegan leather,3,2,Pop-up exhibition,Office/professional use,Matte natural,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Limited edition packaging,2,84,Definitely would buy,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1794,Skeptical traditional buyers,55+,Male,Tier 3,Northeast,Salaried,25k-50k,Once in 2-3 months,Shopping mall/store,Price/Value,2,No,"No, never heard of it",1,Genuine leather,2,2,Premium offline store,Unlikely to buy,Matte natural,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Customization offer,2,88,Definitely would not buy,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
1795,Conscious gifting buyers,25-34,Male,Tier 1,North,Business Owner,Above 200k,Rarely,E-commerce marketplace,Design/Aesthetics,4,Heard of them but never purchased,Heard the term only,2,Vegan leather,3,3,Social media page,Gifting,Minimal modern,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Limited edition packaging,4,100,Definitely would buy,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1796,Design-first urban buyers,18-24,Prefer not to say,Tier 1,Northeast,Homemaker,Above 200k,Very often,E-commerce marketplace,Exclusivity,5,No,"Yes, a little",5,No strong preference,5,3,Online store,Fashion/styling,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Customization offer,4,100,Definitely would buy,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1797,Value-seeking curious buyers,45-54,Male,Tier 1,North,Salaried,Below 25k,Once in 2-3 months,E-commerce marketplace,Price/Value,3,No,"Yes, a little",4,Natural handcrafted material,4,2,Marketplace,Gifting,Glossy luxury,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1798,Design-first urban buyers,18-24,Male,Metro,East,Salaried,50k-100k,Rarely,Brand website,Design/Aesthetics,4,Heard of them but never purchased,"Yes, know it well",4,No strong preference,3,3,Marketplace,Fashion/styling,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,11%-20%,Customization offer,2,100,Definitely would buy,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
1799,Value-seeking curious buyers,18-24,Female,Tier 2,Northeast,Salaried,100k-200k,Monthly,Shopping mall/store,Price/Value,4,No,Heard the term only,2,Fabric/Canvas,4,3,Designer boutique,Daily personal use,Classic leather-like,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,0%,Combo/bundle offer,5,100,Definitely would buy,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1800,Value-seeking curious buyers,35-44,Male,Tier 1,South,Student,Below 25k,Once in 2-3 months,Shopping mall/store,Sustainability,4,Heard of them but never purchased,"Yes, a little",2,No strong preference,3,3,Online store,Unlikely to buy,Minimal modern,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Customization offer,3,100,Definitely would buy,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1801,Value-seeking curious buyers,18-24,Male,Tier 2,East,Business Owner,50k-100k,Monthly,E-commerce marketplace,Quality/Durability,4,"Yes, occasionally",Heard the term only,2,Natural handcrafted material,1,3,Premium offline store,Special occasions,Textured artisan,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,0%,First-time buyer discount,2,100,Definitely would buy,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1802,Value-seeking curious buyers,35-44,Male,Tier 2,Northeast,Salaried,50k-100k,Once in 2-3 months,E-commerce marketplace,Quality/Durability,4,"Yes, occasionally","Yes, know it well",4,Genuine leather,3,2,Marketplace,Special occasions,Classic leather-like,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,First-time buyer discount,3,100,Definitely would buy,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1803,Eco-conscious premium adopters,25-34,Male,Metro,South,Salaried,50k-100k,Rarely,E-commerce marketplace,Design/Aesthetics,5,No,"Yes, know it well",4,Vegan leather,5,2,Premium offline store,Daily personal use,Minimal modern,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Combo/bundle offer,4,100,Definitely would buy,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1804,Skeptical traditional buyers,45-54,Female,Tier 1,North,Freelancer,50k-100k,Once in 2-3 months,Exhibitions/pop-ups,Price/Value,2,Heard of them but never purchased,Heard the term only,2,Natural handcrafted material,1,1,Premium offline store,Unlikely to buy,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Free shipping,1,100,Definitely would not buy,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
1805,Skeptical traditional buyers,25-34,Female,Tier 1,Central,Homemaker,50k-100k,Monthly,Boutique/designer store,Sustainability,2,No,"Yes, a little",4,Genuine leather,2,3,Designer boutique,Unlikely to buy,Classic leather-like,Luxury and premium,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Customization offer,3,100,Not sure,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1806,Skeptical traditional buyers,25-34,Male,Tier 1,Central,Salaried,Below 25k,Almost never,Shopping mall/store,Sustainability,2,No,"Yes, a little",3,Genuine leather,1,2,Premium offline store,Unlikely to buy,Classic leather-like,Luxury and premium,Modern premium Indian roots,Below 1000,Below 2000,0%,First-time buyer discount,3,31,Definitely would not buy,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1807,Eco-conscious premium adopters,35-44,Male,Metro,East,Salaried,50k-100k,Rarely,Boutique/designer store,Sustainability,4,Heard of them but never purchased,"Yes, know it well",4,Natural handcrafted material,4,3,Marketplace,Fashion/styling,Textured artisan,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,First-time buyer discount,5,100,Definitely would buy,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
1808,Value-seeking curious buyers,45-54,Male,Metro,Northeast,Student,Below 25k,Almost never,Instagram/social commerce,Price/Value,2,"Yes, occasionally",Heard the term only,3,Recycled material,3,4,Marketplace,Unlikely to buy,Matte natural,Youthful and trendy,Sustainable luxury,2501-5000,5001-10000,Up to 5%,Loyalty discount,3,62,Probably would not buy,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1
1809,Design-first urban buyers,25-34,Female,Tier 1,North,Creative Professional,50k-100k,Monthly,E-commerce marketplace,Quality/Durability,3,No,"Yes, a little",2,No strong preference,5,2,Designer boutique,Fashion/styling,Matte natural,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,6%-10%,First-time buyer discount,5,100,Definitely would buy,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
1810,Eco-conscious premium adopters,25-34,Male,Metro,Central,Salaried,100k-200k,Monthly,Brand website,Quality/Durability,3,No,"Yes, know it well",3,Recycled material,5,3,Online store,Fashion/styling,Classic leather-like,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Limited edition packaging,5,100,Definitely would buy,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1811,Design-first urban buyers,35-44,Female,Tier 1,West,Student,25k-50k,Very often,Boutique/designer store,Design/Aesthetics,4,"Yes, frequently","Yes, know it well",5,Genuine leather,4,3,Premium offline store,Gifting,Matte natural,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Customization offer,5,100,Definitely would buy,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1812,Value-seeking curious buyers,45-54,Female,Tier 3,North,Salaried,25k-50k,Monthly,E-commerce marketplace,Quality/Durability,3,No,"Yes, know it well",4,Natural handcrafted material,5,3,Online store,Special occasions,Minimal modern,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,First-time buyer discount,5,100,Definitely would buy,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1813,Skeptical traditional buyers,25-34,Female,Tier 2,South,Creative Professional,Above 200k,Rarely,Boutique/designer store,Brand Image,2,No,Heard the term only,2,No strong preference,2,1,Premium offline store,Gifting,Classic leather-like,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,2,100,Definitely would not buy,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1814,Design-first urban buyers,25-34,Female,Tier 1,West,Salaried,100k-200k,Monthly,E-commerce marketplace,Brand Image,5,No,"Yes, know it well",5,Genuine leather,3,1,Premium offline store,Fashion/styling,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Customization offer,3,100,Definitely would buy,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1815,Skeptical traditional buyers,45-54,Male,Rural,South,Business Owner,25k-50k,Once in 2-3 months,Exhibitions/pop-ups,Sustainability,2,No,"Yes, know it well",4,Vegan leather,2,3,Premium offline store,Daily personal use,Glossy luxury,Minimal and modern,Modern premium Indian roots,5001-10000,10001-20000,0%,Loyalty discount,3,66,Definitely would not buy,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1816,Value-seeking curious buyers,18-24,Male,Metro,South,Creative Professional,25k-50k,Rarely,E-commerce marketplace,Price/Value,4,Heard of them but never purchased,"Yes, a little",5,No strong preference,4,3,Marketplace,Daily personal use,Minimal modern,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Combo/bundle offer,4,100,Definitely would buy,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1817,Skeptical traditional buyers,35-44,Female,Tier 1,East,Student,50k-100k,Once in 2-3 months,Exhibitions/pop-ups,Design/Aesthetics,1,"Yes, occasionally",Heard the term only,1,Genuine leather,1,2,Premium offline store,Office/professional use,Minimal modern,Handcrafted and artisanal,Cruelty-free innovation,Above 10000,Above 20000,0%,Limited edition packaging,2,96,Definitely would not buy,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1818,Value-seeking curious buyers,35-44,Female,Tier 2,South,Salaried,100k-200k,Once in 2-3 months,Exhibitions/pop-ups,Price/Value,4,"Yes, occasionally","Yes, know it well",4,Natural handcrafted material,4,3,Pop-up exhibition,Daily personal use,Minimal modern,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
1819,Value-seeking curious buyers,35-44,Male,Tier 2,South,Salaried,No income,Once in 2-3 months,E-commerce marketplace,Price/Value,3,No,Heard the term only,2,Genuine leather,4,3,Pop-up exhibition,Office/professional use,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Customization offer,4,100,Definitely would buy,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
